itemid,shopid,name,stock,ctime,sold,historical_sold,brand,catid,price,price_min,price_max,tier_variations
18154554586,881529905,"Áo khoác nỉ Nam Nữ phối tay CHOOSE, Áo bomber nhung tăm phối đồ cực dễ phong cách trẻ trung cá tính KN01",9966,1665675326,350,351,,100017,11900000000,11900000000,11900000000,"[{'name': 'Màu Áo', 'options': ['CHOOSE-Be', 'CHOOSE-Đen'], 'images': ['sg-11134201-22100-0y71wkw4o2iva9', 'sg-11134201-22100-ilpg2s24o2iv66'], 'properties': [], 'type': 0}]"
21654215712,593975378,"Áo khoác, áo cardigan GC họa tiết thêu con ong sang chảnh",29840,1665591803,1477,1483,,100011,15750000000,15750000000,15750000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
21654215047,593975378,"Áo khoác, áo khoác lông thêu logo mikenco siêu ấm",59943,1665591381,1499,1502,,100011,18900000000,18900000000,18900000000,"[{'name': 'Màu Sắc', 'options': ['Màu Trắng', 'Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
20153723699,593975378,"Áo khoác, áo hoodie kéo khóa phối đính đá chữ thập hot 2022",29956,1665471342,1282,1283,,100011,18900000000,18900000000,18900000000,"[{'name': 'Mùa Sắc', 'options': ['Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
21154496385,593975378,"Áo khoác, áo cadigan GC in full sang chảnh",59994,1665661201,1426,1428,,100017,13500000000,13500000000,13500000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen', 'Màu Xanh'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
16687398277,593975378,"Áo khoác, áo bomber teddy chất dạ tay phối da rẻ nhất thị trường",89999,1665475549,1273,1273,,100011,21000000000,21000000000,21000000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen', 'Màu Xanh', 'Màu Đỏ'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
19553753838,593975378,"Áo khoác , áo bomber có cổ phối 2 màu đen trắng nam nữ mặc đều đẹp",29999,1665476452,1233,1233,,100017,18750000000,18750000000,18750000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen Trắng'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
20855346769,593975378,"Áo khoác, áo cadigan phối viền đỏ be sang chảnh nam nữ mặc đều đẹp",29994,1665996315,1278,1278,,100011,16100000000,16100000000,16100000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
19054229295,593975378,"Áo khoác , áo bomber THOMER 4 vạch phối tay da sang chảnh",29997,1665596633,1260,1260,,100011,18750000000,18750000000,18750000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
21753738582,593975378,"Áo khoác , áo cardigan Thome  đơn giản sang chảnh chất len tăm sang sịn",59992,1665474195,1457,1458,,100011,15000000000,15000000000,15000000000,"[{'name': 'Màu Sắc', 'options': ['Màu Xám', 'Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
23600133237,593975378,"Áo khoác , áo hoodie zip thêu viền trắng full khóa đến mũ nam nữ mặc đều đẹp",29989,1665662197,1505,1505,,100017,15000000000,15000000000,15000000000,"[{'name': '·Màu sắc', 'options': ['Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
21753724360,593975378,"Áo Khoác , áo Hoodie đính đinh viền khóa zip siêu cháy",29999,1665471844,1439,1439,,100011,18750000000,18750000000,18750000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
12597074390,593975378,"Áo khoác , áo lông cừu like siêu ấm nam nữ mặc đều đẹp",60001,1665995312,1274,1274,,100011,14250000000,14250000000,14250000000,"[{'name': 'Màu Sắc', 'options': ['Màu Đen', 'Màu Trắng'], 'images': None, 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
18837460958,494847570,Áo Khoác Nỉ Bomber Cardigan Form Rộng Chất Nỉ Ngoại Dày Dặn Nữ Unisex mẫu hot 2022,32000,1661229031,0,2110,,100017,2580000000,2580000000,12900000000,"[{'name': 'Màu', 'options': ['H32-Trắng', 'H32-Đen', 'H32-Xanh', 'H38-Xanh', 'H38-Xám', 'H34-Xanh', 'KA-Xanhh'], 'images': ['22d4f5faae10e227384cdecbe3fd7bb1', 'cbd482dda4902215c0b0aa9f4c427c8f', 'af46eb90a1f54f11cee88b0b6394f278', '22591d957876ac8e6fcbbcf97b08e2c8', 'a2f6a36b57ee6a6bf8fbe662cf8dd084', 'ded8b5f2b60515628d894a94f354e8e2', 'f33af73d8e6014ff5af41e4ede19c41d'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['Freesize <80kg'], 'images': None, 'properties': [], 'type': 0}]"
18752036174,877178625,"Áo khoác nỉ hoodie NI01, áo boomber form rộng oversize unisex Siêu Phẩm mùa Đông 2022",21493,1664948984,1573,1575,,100017,9800000000,9800000000,11900000000,"[{'name': 'Màu Áo', 'options': ['KN003-Be', 'KN003-Xám', 'KN003-Đen', 'N001-Đen', 'N001-Xám', 'N001-Trắng'], 'images': ['sg-11134201-22100-yhdx9b4h4wiv38', 'sg-11134201-22100-uyn0590yxuivf6', 'sg-11134201-22100-195f50fzxuiv90', 'sg-11134201-22100-0enw1qmt4piv05', 'sg-11134201-22100-em8nifst4piv5e', 'sg-11134201-22100-q4cdn9st4piv19'], 'properties': [], 'type': 0}]"
20652145004,877178625,Áo khoác nỉ nam nữ from rộng unisex,24754,1664967745,2,2,No Brand,100017,8400000000,8400000000,9900000000,"[{'name': 'Màu Áo', 'options': ['HD1-Đen', 'HD1-Xám', 'HD1-Be', 'KHN2-Be'], 'images': ['f6e286e43d0a085d41dd6d21670a328d', '325c9dba514cec02213be419b0ae46f1', '6794e9cc2adb1681c86bf13c0ccc3300', 'sg-11134201-22100-ua6q4gt2qaivb9'], 'properties': [], 'type': 0}]"
14693498647,875285529,"Áo Khoác Nam Nữ Bomber, Áo Khoác Hoodies CHOOSE Chất Nỉ Nhung tăm Phối Tay kiểu dáng Oversize Unisex",24942,1664687539,3327,3331,No Brand,100017,9900000000,9900000000,11900000000,"[{'name': 'Màu áo', 'options': ['KHN3-Be', 'KHN3-Xám', 'KHN3-Đen', 'KHN1-Đen', 'KHN1-Be'], 'images': ['sg-11134201-22100-duxpzkmix3iv9b', 'sg-11134201-22100-y0uh3rsix3ivd7', 'sg-11134201-22100-pz6cf8hjx3iv26', 'sg-11134201-22100-qjpxzqsjx3iv88', 'sg-11134201-22100-sat6uqyjx3ivd6'], 'properties': [], 'type': 0}]"
21855203621,294562609,"[FREE SHIP]_Mẫu Mới_ Áo khoác nỉ , áo hoodie zip đính đá cực chất cho mùa đông 2022!",8616,1665934576,4888,4890,No Brand,100017,3600000000,3600000000,17900000000,"[{'name': 'MÀu', 'options': ['Xám', 'Đen', 'Quà Tặng'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
19341924592,294562609,Áo Khoác Bomber NEW YORK - phong cách nam nữ WILL SHOP chất nỉ bông cotton,10263,1662222430,131,635,No Brand,100011,2750000000,2750000000,12900000000,"[{'name': 'SIZE', 'options': ['M', 'L', 'XL', 'Kẹo 1', 'Cúc Áo'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Chất Lượng', 'options': ['NY Tay Trắng'], 'images': None, 'properties': [], 'type': 0}]"
22900601249,294562609,FREESHIP_Áo Khoác Hoodie Zip Đính Đá VLTN Chất Vải Nỉ Cao Cấp DT STORE MENWEAR,8776,1665934542,4885,4885,No Brand,100017,3500000000,3500000000,16900000000,"[{'name': 'Màu', 'options': ['Đen', 'Ghi', 'quà tặng'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
22300601287,294562609,Mẫu HOT_Áo Khoác BoomBer Nam Thome Browne .Chất Vải Dạ 2 Lớp Phối Tay Da Cao Cấp Bảo Hành Lỗi 1 Đổi 1,8811,1665934509,4885,4887,No Brand,100017,3250000000,3250000000,15900000000,"[{'name': 'MÀu', 'options': ['Đen', 'Xám', 'kẹo'], 'images': ['sg-11134201-22100-ix723xjzpqivc5', '56cc4729737689717cd3f6ff85df217b', 'sg-11134201-22100-koqe9slzpqiv28'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
21555204127,294562609,"FREE SHIP_Áo Khoác Lông Cừu Lớp KumiKumi -siêu ấm , siêu dày- cao câp - Hàng hai lớp Cực chất 2022!",8621,1665934842,4896,4896,No Brand,100017,3750000000,3750000000,17900000000,"[{'name': 'Màu Sắc', 'options': ['Trắng', 'Đen', 'Quà Tặng'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
19947251961,294562609,FREE SHIP_Áo Khoác Lông Cừu Phối Nhung siêu ấm Thời Trang Mùa Đông HIT HOT 2022!,17514,1663569633,130,633,No Brand,100011,3500000000,3500000000,16900000000,"[{'name': 'color', 'options': ['Đen', 'Trắng', 'Khóa áo', 'kẹo 2'], 'images': ['e2d7dcaacca7ba583de721aba245fa38', '91e49044b5dd9cb86f1e53d3c5e81e37', 'sg-11134201-22100-0iuwszwz5liv08', '58db2e8abe4136c5e85426e66b3bad3e'], 'properties': [], 'type': 0}, {'name': 'size', 'options': ['S M', 'S L', 'S XL'], 'images': None, 'properties': [], 'type': 0}]"
17684196752,294562609,!Mẫu Mới_FREE SHIP_Áo Khoác Bomber  NY Tay Da Đen Nam Nữ _Bóng Chày HOT 2022!,11846,1662221672,108,610,No Brand,100011,2800000000,2800000000,13900000000,"[{'name': 'Màu sắc', 'options': ['Đen...', 'Kẹo 3', 'kẹo 4'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['Size M', 'Size L', 'Size XL', 'Size XXL'], 'images': None, 'properties': [], 'type': 0}]"
19347251441,294562609,Áo khoác Bomber Teddy Bóng Chày NAM NỮ-ÁO khoác unisex Sơn Tùng Chất liệu cáo cấp Phong cách đễ phối đồ,29489,1663569482,147,650,No Brand,100011,2750000000,2750000000,12900000000,"[{'name': 'Màu', 'options': ['Đen', 'Đỏ', 'Xanh', 'Cúc Áo', 'kẹo 1'], 'images': ['sg-11134201-22090-epcpqdzhnnhv7b', 'de30e5de2e133fdf2d1cbb520e27651e', 'sg-11134201-22100-ypz86o40ncivf2', 'sg-11134201-22100-uyvbciej6liv48', 'sg-11134201-22100-ojl3worm6liv1e'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['SIZE M', 'SIZE L', 'SIZE XL', 'SIZE XXL'], 'images': None, 'properties': [], 'type': 0}]"
18541922827,294562609,"áo khoác bóng chày, áo khoác bomber phom rộng nam nữ phối tay trắng họa tiết chữ R",4975,1662222042,0,0,No Brand,100011,4000000000,4000000000,19800000000,"[{'name': 'màu sắc', 'options': ['đen'], 'images': ['d178df88a62b6de2f3f4f2d4af78dd7f'], 'properties': [], 'type': 0}, {'name': 'size', 'options': ['S', 'M', 'L', 'Xl', 'hộp áo'], 'images': None, 'properties': [], 'type': 0}]"
21741918614,294562609,Áo Khoác Bomber Jacket Varsity Cardigan Missout Họa Tiết Thêu Chất Đẹp - Áo Bomber Nam Nữ Hót Trend,7945,1662221638,0,0,No Brand,100011,4000000000,4000000000,19800000000,"[{'name': 'màu sắc', 'options': ['đen', 'đen.'], 'images': ['425d5871ebb2f7712b1c7c4c8342ef03', '30bd198dba504902106acf08e37b1c7d'], 'properties': [], 'type': 0}, {'name': 'size', 'options': ['m', 'l', 'xl', 'hộp áo'], 'images': None, 'properties': [], 'type': 0}]"
19141923106,294562609,áo khoác bomber nam nữ chất nỉ phong rộng phối tay trắng chữ A,4004,1662222247,0,0,No Brand,100011,4000000000,4000000000,19800000000,"[{'name': 'màu sắc', 'options': ['đen'], 'images': ['a72c52114fc5988c97efa58b09a91753'], 'properties': [], 'type': 0}, {'name': 'size', 'options': ['S', 'M', 'L', 'Xl', 'hộp áp'], 'images': None, 'properties': [], 'type': 0}]"
21151854755,294562609,FREE SHIP_Áo Khoác Bomber Teddy Xanh Trắng_ Hàng Hót.,14790,1664889241,400,400,No Brand,100532,5600000000,5600000000,27800000000,"[{'name': 'Màu', 'options': ['Xanh Trắng', 'Đó Trắng', 'Đen Trắng', 'kẹo 1', 'kẹo 2'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Kích cỡ', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
16684197386,294562609,"áo khoác bóng chày, áo khoác bomber Unisex nam nữ tay da phối họa tiết chữ Đ",4984,1662222009,0,0,No Brand,100011,4000000000,4000000000,19800000000,"[{'name': 'màu sắc', 'options': ['đen'], 'images': ['910bde94dc2a77a71fc354a3a7f0e7f3'], 'properties': [], 'type': 0}, {'name': 'size', 'options': ['S', 'M', 'L', 'xl', 'hộp áo'], 'images': None, 'properties': [], 'type': 0}]"
14093540907,294562609,Mẫu Mới_Áo Khoác varsity áo bomber teddy SLP nam nữ chất đẹp cao cấp- HOt 2022!,19993,1664851260,0,0,No Brand,100017,6000000000,6000000000,23800000000,"[{'name': 'Màu sắc', 'options': ['Đen', 'Xanh', 'Đỏ', 'kẹo 1'], 'images': ['6159f9c03e67bc2a88ba9ccfed7e5dec', 'e47b682e9329dc2caa2a6564b3b0fcce', 'sg-11134201-22100-onsqfyyrt9hv88', 'd6063614bf4041002ad52821c5a95c39'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['S', 'M', 'L', 'XL', 'XXL'], 'images': None, 'properties': [], 'type': 0}]"
19539065693,294562609,Áo hoodie unisex 2T Store H07 màu xám đậm - Áo khoác nỉ chui đầu nón 2 lớp dày dặn đẹp chất lượng,877,1661533555,0,0,2T HOODIE UNISEX,100011,24900000000,24900000000,24900000000,"[{'name': 'Chọn size', 'options': ['M', 'L', 'XL', 'XXL'], 'images': ['65d88a60fc88506f635226f3f4e82e65', '333416828aadbc3437f04cb85c8c0b74', '0532e6f41140202a5436834dd8d23552', '9032cd94e9d4bd3f2f11c0c9687aac86'], 'properties': [], 'type': 0}]"
21626283220,294562609,[FREE SHIP] BOM-BER__Áo Khoác  Trơn - Phối Đồ Nam Cực Đẹp HOT 2022!,2637,1658422713,0,0,No Brand,100011,20000000000,20000000000,20000000000,"[{'name': 'SIZE ÁO', 'options': ['size M', 'size L', 'size XL'], 'images': ['5fb553601672800dd70ed58b3ea13676', '7e11a9dc5034c12503d7e704c82ed0eb', '78281c2fef40de22a3a50f13e13ac090'], 'properties': [], 'type': 0}, {'name': 'Sản Phẩm', 'options': ['Loại 1'], 'images': None, 'properties': [], 'type': 0}]"
20041920207,294562609,Áo Bomber Chữ G Xanh Hót 2021 X.Store Có Ảnh Thật Tự Chụp + Đánh Giá - Áo Khoác Bomber Da Mềm Chất Đẹp,3000,1662221569,0,0,2s Clothing,100011,19800000000,19800000000,19800000000,"[{'name': 'Màu sắc', 'options': ['Áo Chữ G'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
18051725005,294562609,Mẫu HOT_Áo Khoác Bomber Teddy Nam Phối Viền Da Chất Liệu Dạ Thời Trang Nam_ HOT 2022,19903,1664851143,0,0,No Brand,100011,4000000000,4000000000,19800000000,"[{'name': 'Màu', 'options': ['Đỏ', 'Xanh', 'Đen', 'kẹo 1', 'kẹo 2'], 'images': ['sg-11134201-22100-6z103wcpt9hvfd', 'sg-11134201-22100-azqcbbept9hv7a', 'a423d4ae1f6b9014ab9952f13741a253', 'sg-11134201-22100-6jgzw8gpt9hv01', '8a1dbe9f9e651ce71c647ff28b0f9200'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'Xl', 'XXL'], 'images': None, 'properties': [], 'type': 0}]"
18951724182,294562609,[FREE SHIP] Áo Khoác  Trơn - Phối Đồ Nam Cực Đẹp_ Mẫu HOT 2022!,53978,1664851084,0,0,No Brand,100011,6000000000,6000000000,23800000000,"[{'name': 'Màu', 'options': ['Đỏ', 'Xanh', 'Đen', 'kẹo 11'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['m', 'l', 'xl'], 'images': None, 'properties': [], 'type': 0}]"
21251721937,294562609,(FREE SHIP)(FREE SHIP) Áo Khoác Bomber Teddy Nam Phối Viền Da Chất Liệu Dạ Thời Trang Nam_ HDG2022!,14905,1664851207,0,0,No Brand,100017,6000000000,6000000000,21800000000,"[{'name': 'Màu sắc', 'options': ['Đen', 'Đỏ', 'Xanh', 'Kẹo 1', 'KẸo 2'], 'images': ['sg-11134201-22100-i20ueeqqt9hvbf', 'dcb4fe860597f66e5deba542ff7a1ce3', 'sg-11134201-22100-0urq8ksqt9hv55', '25df1f3ae262a41f95749a76f09f49b0', 'sg-11134201-22100-yt7z84uqt9hv6c'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['Size L', 'Size M', 'Size XL'], 'images': None, 'properties': [], 'type': 0}]"
19239067165,294562609,Áo hoodie zipper unisex 2T Store HZ03 màu hồng ruốc - Áo khoác nỉ dây kéo nón 2 lớp dày dặn chất lượng đẹp,901,1661534023,0,0,2T HOODIE UNISEX,100017,25900000000,25900000000,25900000000,"[{'name': 'CHỌN SIZE', 'options': ['M', 'L', 'XL', 'XXL'], 'images': ['51b4fe2421dc4f5c358b2e9d64d4d3f6', '799ab9ae86dd0011bdebaf3b8dc3b03b', '6d02af52837bc3a021eaada506fa2a32', '83c0865d2c3bcb01eabf1ed1f2e6622b'], 'properties': [], 'type': 0}]"
21855166631,697006739,"Áo Hoodie Form Rộng Unisex Peace hopeshopz , Áo khoác Sweater Chất Nỉ Dày dặn",232029,1665915435,3278,3293,,100017,1300000000,1300000000,6500000000,"[{'name': 'Màu', 'options': ['Peace Đen', 'Peace Trắng', 'Peace FGJ66'], 'images': ['sg-11134201-22100-19gh6cs7vyiv05', 'sg-11134201-22100-o8jdbmw7vyiv13', 'sg-11134201-22100-mombre47vyiva4'], 'properties': [], 'type': 0}]"
19343918952,69101124,ÁO KHOÁC BOMBER IN HÌNH ( hình chụp thật )hot 2022,11933,1662655214,4041,4044,No brand,100011,2000000000,2000000000,9900000000,"[{'name': 'Màu sắc', 'options': ['Đen', 'Đỏ', 'kẹo 1', 'kẹo 2'], 'images': ['6e24ae972b1b8ea72f548b7b288138aa', 'sg-11134201-22100-uewi3sqds7hvb1', '17308d89f3b91f792cfe87f2a620be37', 'sg-11134201-22100-anpf4pzds7hvc6'], 'properties': [], 'type': 0}, {'name': 'Kích cỡ', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
8268749051,69101124,Áo Khoác Hoodie Zip Đính Đinh VLTN . Áo Khoác Hoddie Nam Nữ Đính Đinh Chất Vải Nỉ Bông 2 Lớp Cao Cấp,8992,1624086882,3,3303,Galvin,100011,3000000000,3000000000,14900000000,"[{'name': 'Màu :', 'options': ['Đen', 'Xám', 'Quà Tặng'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
11467985125,69101124,[Gía Rẻ Bất Ngờ] Áo Bomber Teddy Bóng Chày Sơn Tùng - Áo Khoác Không Cổ Có Cúc Bấm Chất Liệu Nỉ dày Mềm Giữ ẤM,1559626,1636034045,14,31,No Brand,100011,1950000000,1950000000,8750000000,"[{'name': 'Màu Sắc', 'options': ['Đen', 'hộp'], 'images': ['1fada6ddf00c044c49d87c3d708359be', 'f823feea75303d5ef9dfa8e6aa140a28'], 'properties': [], 'type': 0}, {'name': 'size áo', 'options': ['Size M', 'Size L', 'Size XL'], 'images': None, 'properties': [], 'type': 0}]"
21843917654,69101124,[FREE SHIP]Áo Khoác varsity áo bomber teddy SLP nam nữ chất đẹp cao cấp Áo bomber sọc vai hot trend năm 2022,14885,1662655105,4094,4095,No brand,100011,3000000000,3000000000,14500000000,"[{'name': 'Màu sắc', 'options': ['Đen', 'Đỏ', 'Xanh', 'Kẹo 1', 'Kẹo 2'], 'images': ['eeedc83d0e919e27f494ece3f3af8035', '1f84b8196b1e30027d6435c2a59d4a2e', 'sg-11134201-22100-yxxnzvsyr7hv60', '17308d89f3b91f792cfe87f2a620be37', 'sg-11134201-22100-s3a7998yr7hv9f'], 'properties': [], 'type': 0}, {'name': 'Kích cỡ', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
12731437156,69101124,Áo Khoác Lông Cừu Phối Nhung siêu ấm Thời Trang Mùa Đông- Lông cừu cao câp xuất Khâu-K1,801620,1634616362,7,53,No Brand,100011,3000000000,3000000000,14250000000,"[{'name': 'color', 'options': ['Đen', 'Trắng'], 'images': ['f698964b0a84aa7842b2aa194f44b291', 'e1ce64118423ee12242c93b00b211684'], 'properties': [], 'type': 0}, {'name': 'size', 'options': ['M', 'L', 'XL', 'XXL', 'hộp'], 'images': None, 'properties': [], 'type': 0}]"
12443400231,69101124,"[Gía Rẻ Vô Địch] Áo Khoác Lv ,Bomber Lv - Cầu Vai Da Chữ Viền Trắng Hot Trend 2021",149882,1636034116,0,14,No Brand,100011,9500000000,9500000000,9500000000,"[{'name': 'Tên Áo', 'options': ['Bomber Lv'], 'images': ['5739a19b82da8d59c0883200a61a1167'], 'properties': [], 'type': 0}, {'name': 'size áo', 'options': ['size M', 'size L', 'size XL'], 'images': None, 'properties': [], 'type': 0}]"
18843919540,69101124,ÁO KHOÁC BOMBER KAKI PHỐI TAY DA ( hình chụp thật ),15000,1662655196,0,0,No brand,100011,24000000000,24000000000,24000000000,"[{'name': 'Màu sắc', 'options': ['Đen'], 'images': ['7af2d875e8c799ae9ad76cc52b52ed61'], 'properties': [], 'type': 0}, {'name': 'Kích cỡ', 'options': ['L', 'XL', 'XXL'], 'images': None, 'properties': [], 'type': 0}]"
21743916081,69101124,ÁO KHOÁC BOMBER PHỐI TAY DA P ( có hình chụp thật ),15000,1662654796,0,0,No brand,100011,29000000000,29000000000,29000000000,"[{'name': 'Màu sắc', 'options': ['Đen'], 'images': ['0feff63c3ab54d7534c0135df34a6b51'], 'properties': [], 'type': 0}, {'name': 'Kích cỡ', 'options': ['L', 'XL', 'XXL'], 'images': None, 'properties': [], 'type': 0}]"
13096329246,69101124,ÁO KHOÁC BOMBER PENTAO ( hình chụp thật ),30000,1662655142,0,0,No brand,100011,24000000000,24000000000,24000000000,"[{'name': 'Màu sắc', 'options': ['Đen', 'Xanh'], 'images': ['e281e3db9b6448cdecbc4c9d3c5e8fef', '722d8c278f3459c3ebdc8feb37741d45'], 'properties': [], 'type': 0}, {'name': 'Kích cỡ', 'options': ['L', 'XL', 'XXL'], 'images': None, 'properties': [], 'type': 0}]"
13842969367,69101124,"Áo bomber khoác 09 chất nỉ cao cấp, áo khoác nỉ phối tay trắng MB001",4999,1636002390,0,1,Mophus,100017,4000000000,4000000000,19500000000,"[{'name': 'Màu Sắc', 'options': ['Đen'], 'images': ['283b06b006825fc84ee0c97b6079e5f7'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['S(<40kg)(<1m5)', 'M(40-50kg)(1m5-1m6)', 'L(50-60kg)(1m6-1m7)', 'XL(>60kg) (1m7 -1m8)', 'hộp'], 'images': None, 'properties': [], 'type': 0}]"
13334714291,69101124,"Áo khoác bomber jacket varsity cardigan missout ,HÀNG XỊN  - Áo Bomber Nam Nữ - Shop Q&V",9950,1634959188,0,48,No Brand,100011,3000000000,3000000000,14200000000,"[{'name': 'MÀU', 'options': ['XANH LÁ', 'XANH LAM'], 'images': ['918033d0f792428b5ee40448613e7600', '81b9f3a3f5d4514de17ed5ed8eecfeaf'], 'properties': [], 'type': 0}, {'name': 'SIZE', 'options': ['S', 'M', 'L', 'XL', 'hộp đóng hàng'], 'images': None, 'properties': [], 'type': 0}]"
18753743748,881273624,Áo Khoác Bomber Teddy Nam Phối Viền Da Chất Liệu Dạ Thời Trang Nam,19241,1665474737,4381,4392,No Brand,100011,2800000000,2800000000,13900000000,"[{'name': 'Màu', 'options': ['Đỏ.', 'Đen.', 'Xanh.', 'Quà Tặng', 'Kẹo'], 'images': ['sg-11134201-22100-ypn71evtrtive4', 'sg-11134201-22100-mwkb9c2trtivb9', 'sg-11134201-22100-s3epqy8trtiv3c', 'sg-11134201-22100-ab9hgkdurtivf3', 'sg-11134201-22100-wpbh21gurtiv40'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'Xl', 'XXL'], 'images': None, 'properties': [], 'type': 0}]"
19053753311,881273624,"Áo Khoác Bomber MLB NY, Áo Khoác Varsity MLB vải nỉ tay da unisex",11755,1665476253,4379,4389,No Brand,100017,2800000000,2800000000,13900000000,"[{'name': 'Phiên Bản NỈ', 'options': ['Full Đen LOGO TRẮNG.', 'Tay Trắng NY.', 'Full Đen LOGO CAM.', 'Quà Tặng'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M(40-55KG)', 'L(55-75KG)', 'XL(75-90KG)'], 'images': None, 'properties': [], 'type': 0}]"
18253742453,881273624,Áo Khoác Bomber NEW YORK - phong cách nam nữ WILL SHOP chất nỉ bông cotton,8841,1665474503,375,385,No Brand,100017,2800000000,2800000000,13900000000,"[{'name': 'MÀu', 'options': ['NY Tay Trắng..', 'Quà Tặng,,', 'Kẹo...'], 'images': None, 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['M', 'L', 'XL'], 'images': None, 'properties': [], 'type': 0}]"
19353741969,881273624,[FREE SHIP] Áo Khoác  Trơn - Phối Đồ Nam Cực Đẹp,14339,1665474532,4375,4385,No Brand,100011,2800000000,2800000000,13900000000,"[{'name': 'Màu', 'options': ['Đỏ.', 'Đen.', 'Xanh.', 'Quà Tặng.', 'Kẹo'], 'images': ['sg-11134201-22100-6v2ry9yurtivb7', 'sg-11134201-22100-tqp0b25urtiv7e', 'sg-11134201-22100-ytem319urtiv21', 'sg-11134201-22100-ojlmwdevrtiv86', 'sg-11134201-22100-q4gkbvhvrtiv66'], 'properties': [], 'type': 0}, {'name': 'Size', 'options': ['m', 'l', 'xl'], 'images': None, 'properties': [], 'type': 0}]"
